pl_hostname,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
Kepler-1398,Transit,2.78815679,,,,793.,1.13,2016-05-10,
Kepler-1270,Transit,6.03356196,,,,1204.,1.28,2016-05-10,
Kepler-593,Transit,21.21708973,,,,1016.,1.08,2016-05-10,
Kepler-1137,Transit,23.9210791,,,,971.,1.5,2016-05-10,
Kepler-97,Radial Velocity,789.,,,1.08,,0.94,2014-05-14,
Kepler-97,Transit,2.58664,,,0.011,,0.94,2014-05-14,
Kepler-592,Transit,2.82019241,,,,1034.,1.04,2016-05-10,
Kepler-531,Transit,29.88485741,,,,254.,0.78,2016-05-10,
Kepler-386,Transit,25.193458,0.155,,,,0.74,2014-05-14,
Kepler-386,Transit,12.31043,0.096,,,,0.74,2014-05-14,
Kepler-1352,Transit,1.87788275,,,,637.,1.11,2016-05-10,
Kepler-509,Transit,41.74600392,,,,339.,1.1,2016-05-10,
Kepler-1482,Transit,12.25383217,,,,442.,0.88,2016-05-10,
Kepler-1381,Transit,25.3842686,,,,1306.,0.96,2016-05-10,
Kepler-1349,Transit,2.12823928,,,,260.,1.16,2016-05-10,
Kepler-380,Transit,3.930821,0.05,,,,1.05,2014-05-14,
Kepler-380,Transit,7.630004,0.078,,,,1.05,2014-05-14,
Kepler-1254,Transit,3.60084276,,,,676.,0.78,2016-05-10,
Kepler-1254,Transit,5.72717226,,,,676.,0.78,2016-05-10,
Kepler-1254,Transit,9.99113313,,,,676.,0.78,2016-05-10,
Kepler-844,Transit,2.61302086,,,,394.,0.59,2016-05-10,
Kepler-313,Transit,14.970418,0.125,,,,0.9,2014-05-14,
Kepler-313,Transit,32.273273,0.208,,,,0.9,2014-05-14,
Kepler-297,Transit,38.871826,0.217,,,,,2014-05-14,
Kepler-297,Transit,74.920137,0.336,,,,,2014-05-14,
Kepler-666,Transit,4.49876092,,,,1330.,1.03,2016-05-10,
Kepler-570,Transit,4.301662,,,,642.,0.93,2016-05-10,
Kepler-1639,Transit,9.878482,,,,1168.,1.12,2016-05-10,
Kepler-1261,Transit,48.4308991,,,,795.,0.82,2016-05-10,
Kepler-841,Transit,124.4198398,,,,1052.,0.85,2016-05-10,
Kepler-848,Transit,6.91134416,,,,797.,1.01,2016-05-10,
Kepler-957,Transit,5.90741354,,,,749.,0.81,2016-05-10,
Kepler-533,Transit,28.51120525,,,,305.,0.78,2016-05-10,
Kepler-298,Transit,10.475464,0.08,,,,0.65,2014-05-14,
Kepler-298,Transit,22.92881,0.136,,,,0.65,2014-05-14,
Kepler-298,Transit,77.473633,0.305,,,,0.65,2014-05-14,
Kepler-1454,Transit,47.0319479,,,,795.,0.9,2016-05-10,
Kepler-1442,Transit,81.4162941,,,,525.,1.34,2016-05-10,
Kepler-166,Transit,7.650254,0.072,,,,,2014-05-14,
Kepler-166,Transit,1.55400393,,,,,,2016-05-10,
Kepler-166,Transit,34.260281,0.195,,,,,2014-05-14,
HIP 65407,Radial Velocity,67.3,0.316,0.12,0.784,55.5,0.93,2016-02-25,16.74
HIP 65407,Radial Velocity,28.125,0.177,0.14,0.428,55.5,0.93,2016-02-25,16.74
Kepler-512,Transit,34.43587975,,,,531.,1.17,2016-05-10,
Kepler-1031,Transit,1.22621732,,,,741.,1.09,2016-05-10,
Kepler-1402,Transit,2.03387914,,,,681.,0.9,2016-05-10,
Kepler-843,Transit,2.05387982,,,,1247.,1.02,2016-05-10,
Kepler-396,Transit,42.994,,,0.238,,0.85,2014-05-14,
Kepler-396,Transit,88.505,,,0.056,,0.85,2014-05-14,
Kepler-1246,Transit,11.32271513,,,,435.,0.73,2016-05-10,
Kepler-464,Transit,7.25696522,,,,653.,1.21,2016-05-10,
Kepler-1473,Transit,14.4273551,,,,625.,1.09,2016-05-10,
HD 222155,Radial Velocity,3999.,5.1,0.16,1.9,50.45,1.13,2014-05-14,19.82
Kepler-441,Transit,207.2482,0.64,0.1,,284.,0.57,2015-01-06,
Kepler-667,Transit,41.43962808,,,,907.,0.91,2016-05-10,
Kepler-68,Radial Velocity,580.,1.4,0.18,0.947,135.,1.08,2014-05-14,
Kepler-68,Transit,9.605085,0.09059,0.,0.015,135.,1.08,2014-05-14,
Kepler-68,Transit,5.398763,0.0617,0.,0.026,135.,1.08,2014-05-14,
Kepler-1429,Transit,4.48487493,,,,1156.,1.05,2016-05-10,
Kepler-846,Transit,19.80792185,,,,1233.,0.94,2016-05-10,
Kepler-1472,Transit,38.1312831,,,,1269.,1.16,2016-05-10,
Kepler-956,Transit,5.24867263,,,,631.,1.1,2016-05-10,
Kepler-124,Transit,13.821375,0.1,,,,,2014-05-14,
Kepler-124,Transit,30.950851,0.17,,,,,2014-05-14,
Kepler-124,Transit,3.410493,0.039,,,,,2014-05-14,
Kepler-1355,Transit,1.28958811,,,,963.,0.88,2016-05-10,
Kepler-366,Transit,12.51616,0.11,,,,1.05,2014-05-14,
Kepler-366,Transit,3.281959,0.045,,,,1.05,2014-05-14,
Kepler-1232,Transit,26.7839183,,,,740.,0.92,2016-05-10,
Kepler-1298,Transit,7.12811928,,,,498.,1.45,2016-05-10,
Kepler-853,Transit,7.16892463,,,,610.,1.3,2016-05-10,
Kepler-365,Transit,10.664903,0.098,,,,0.99,2014-05-14,
Kepler-365,Transit,17.784129,0.137,,,,0.99,2014-05-14,
Kepler-15,Transit,4.942782,0.05714,0.06,0.66,,1.02,2014-05-14,
Kepler-851,Transit,8.50699658,,,,869.,0.89,2016-05-10,
Kepler-1209,Transit,25.369116,,,,558.,1.23,2016-05-10,
Kepler-920,Transit,6.53192704,,,,926.,0.89,2016-05-10,
Kepler-920,Transit,100.8274113,,,,926.,0.89,2016-05-10,
Kepler-524,Transit,1.88897906,,,,730.,1.09,2016-05-10,
Kepler-524,Transit,7.97419807,,,,730.,1.09,2016-05-10,
Kepler-1080,Transit,77.2548396,,,,688.,1.1,2016-05-10,
Kepler-1089,Transit,5.13248562,,,,227.,0.52,2016-05-10,
Kepler-921,Transit,51.300634,,,,847.,0.93,2016-05-10,
Kepler-1412,Transit,3.6146051,,,,639.,1.06,2016-05-10,
Kepler-845,Transit,0.92785982,,,,471.,0.79,2016-05-10,
Kepler-998,Transit,5.65377733,,,,996.,1.12,2016-05-10,
Kepler-1544,Transit,168.811174,,,,349.,0.81,2016-05-10,
Kepler-670,Transit,2.81650485,,,,980.,0.99,2016-05-10,
Kepler-36,Transit,16.23855,0.1283,0.033,0.025,470.,1.07,2014-05-14,
Kepler-36,Transit,13.83989,0.1153,0.039,0.014,470.,1.07,2014-05-14,
Kepler-301,Transit,2.508553,0.036,,,,0.91,2014-05-14,
Kepler-301,Transit,5.419026,0.06,,,,0.91,2014-05-14,
Kepler-301,Transit,13.751243,0.112,,,,0.91,2014-05-14,
Kepler-1117,Transit,4.79028459,,,,619.,0.95,2016-05-10,
Kepler-669,Transit,4.12554687,,,,1778.,1.15,2016-05-10,
Kepler-1363,Transit,2.94194094,,,,559.,0.76,2016-05-10,
Kepler-1251,Transit,45.0904643,,,,863.,0.92,2016-05-10,
Kepler-372,Transit,20.053763,0.154,,,,1.15,2014-05-14,
Kepler-372,Transit,6.849692,0.075,,,,1.15,2014-05-14,
Kepler-372,Transit,30.092568,0.201,,,,1.15,2014-05-14,
Kepler-1131,Transit,3.53232449,,,,1109.,1.03,2016-05-10,
Kepler-481,Transit,10.06082567,,,,713.,1.01,2016-05-10,
Kepler-486,Transit,30.36044667,,,,428.,0.79,2016-05-10,
Kepler-668,Transit,8.35390639,,,,877.,0.87,2016-05-10,
Kepler-1480,Transit,22.12679948,,,,540.,0.85,2016-05-10,
KOI-351,Transit,59.73667,0.32,,,780.,1.2,2014-05-14,
KOI-351,Transit,91.93913,0.42,,,780.,1.2,2014-05-14,
KOI-351,Transit,124.9144,0.48,,,780.,1.2,2014-05-14,
KOI-351,Transit,210.60697,0.71,,,780.,1.2,2014-05-14,
KOI-351,Transit,331.60059,1.01,,,780.,1.2,2014-05-14,
KOI-351,Transit,7.008151,0.074,,,780.,1.2,2014-05-14,
KOI-351,Transit,8.719375,0.089,,,780.,1.2,2014-05-14,
Kepler-347,Transit,27.320871,0.183,,,,1.04,2014-05-14,
Kepler-347,Transit,12.79836,0.11,,,,1.04,2014-05-14,
Kepler-671,Transit,4.28095859,,,,1139.,0.97,2016-05-10,
TrES-2,Transit,2.47061317,0.0367,,1.197,213.,0.98,2015-10-15,4.7
Kepler-1070,Transit,6.2216147,,,,1040.,1.21,2016-05-10,
Kepler-1437,Transit,10.9295461,,,,1182.,0.93,2016-05-10,
Kepler-1596,Transit,66.373379,,,,1166.,0.95,2016-05-10,
Kepler-1104,Transit,5.03728015,,,,516.,1.3,2016-05-10,
Kepler-1207,Transit,13.68237119,,,,946.,1.06,2016-05-10,
Kepler-1319,Transit,2.88676265,,,,114.,0.56,2016-05-10,
Kepler-468,Transit,38.47875707,,,,474.,0.96,2016-05-10,
Kepler-1222,Transit,1.91694425,,,,455.,0.84,2016-05-10,
Kepler-1177,Transit,106.247547,,,,829.,0.98,2016-05-10,
Kepler-143,Transit,27.082511,0.181,,,,,2014-05-14,
Kepler-143,Transit,16.007583,0.127,,,,,2014-05-14,
Kepler-1426,Transit,14.2563227,,,,1211.,1.02,2016-05-10,
Kepler-571,Transit,4.79859939,,,,756.,0.93,2016-05-10,
Kepler-296,Transit,10.864384,0.079,0.33,,226.,0.5,2015-09-03,
Kepler-296,Transit,5.8416366,0.0521,0.33,,226.,0.5,2015-09-03,
Kepler-296,Transit,34.14211,0.169,0.33,,226.,0.5,2015-09-03,
Kepler-296,Transit,63.33627,0.255,0.33,,226.,0.5,2015-09-03,
Kepler-296,Transit,19.850291,0.118,0.33,,226.,0.5,2015-09-03,
Kepler-847,Transit,2.3432319,,,,529.,0.83,2016-05-10,
Kepler-1103,Transit,19.79191978,,,,921.,1.11,2016-05-10,
Kepler-1433,Transit,4.13592271,,,,1328.,1.14,2016-05-10,
Kepler-840,Transit,2.49577962,,,,778.,1.04,2016-05-10,
Kepler-1519,Transit,240.7989397,,,,858.,0.94,2016-05-10,
Kepler-426,Transit,3.21751883,0.0414,0.18,0.34,880.,0.91,2014-10-03,
Kepler-23,Transit,7.1073,0.075,,0.8,800.,1.11,2014-05-14,
Kepler-23,Transit,10.7421,0.099,,2.7,800.,1.11,2014-05-14,
Kepler-23,Transit,15.274299,0.124,,,800.,1.11,2014-05-14,
Kepler-1190,Transit,10.45843441,,,,384.,0.76,2016-05-10,
Kepler-672,Transit,38.3774623,,,,1011.,0.95,2016-05-10,
Kepler-1573,Transit,2.6157554,,,,1180.,1.01,2016-05-10,
Kepler-411,Transit,7.83442788,,,,,0.83,2016-05-10,
Kepler-411,Transit,3.00516,0.038,0.,,,0.83,2014-05-14,
Kepler-1150,Transit,2.78786839,,,,373.,0.76,2016-05-10,
Kepler-922,Transit,0.93846683,,,,558.,0.95,2016-05-10,
Kepler-534,Transit,15.95994513,,,,473.,1.05,2016-05-10,
Kepler-63,Transit,9.4341505,0.08,0.45,0.378,200.,0.98,2014-05-14,
Kepler-430,Transit,35.968,0.2244,,,,1.17,2014-11-19,
Kepler-430,Transit,110.979,0.4757,,,,1.17,2014-11-19,
BD+48 738,Radial Velocity,392.6,1.,0.2,0.91,,0.74,2015-08-13,
Kepler-1364,Transit,13.32196237,,,,1149.,1.49,2016-05-10,
Kepler-1428,Transit,10.67607169,,,,802.,1.28,2016-05-10,
Kepler-134,Transit,5.317429,0.06,,,,,2014-05-14,
Kepler-134,Transit,10.105785,0.092,,,,,2014-05-14,
Kepler-407,Transit,0.66931,,,0.0002,,1.,2014-05-14,
Kepler-407,Radial Velocity,3000.,,,12.6,,1.,2014-05-14,
Kepler-538,Transit,81.73780699,,,,165.,0.96,2016-05-10,
Kepler-991,Transit,82.5342519,,,,370.,0.64,2016-05-10,
Kepler-536,Transit,1.8270823,,,,446.,0.92,2016-05-10,
Kepler-1574,Transit,6.9424334,,,,1275.,1.06,2016-05-10,
Kepler-324,Transit,4.385315,0.05,,,,0.86,2014-05-14,
Kepler-324,Transit,51.805612,0.26,,,,0.86,2014-05-14,
HD 17092,Radial Velocity,359.9,,0.166,4.6,,2.3,2014-07-02,
Kepler-842,Transit,1.21956827,,,,552.,0.78,2016-05-10,
Kepler-1587,Transit,9.4060467,,,,907.,1.08,2016-05-10,
Kepler-1041,Transit,24.7576421,,,,979.,1.06,2016-05-10,
Kepler-535,Transit,4.90332155,,,,678.,1.18,2016-05-10,
Kepler-1479,Transit,14.53261362,,,,619.,0.99,2016-05-10,
Kepler-1611,Transit,5.1762429,,,,686.,0.94,2016-05-10,
BD+49 828,Radial Velocity,2590.,4.2,0.35,1.6,,1.52,2015-02-05,
Kepler-1481,Transit,5.94220998,,,,493.,0.8,2016-05-10,
Kepler-885,Transit,18.11472949,,,,632.,1.21,2016-05-10,
Kepler-888,Transit,70.6979061,,,,413.,0.97,2016-05-10,
Kepler-594,Transit,13.64618192,,,,742.,0.91,2016-05-10,
Kepler-480,Transit,4.9195838,,,,806.,1.25,2016-05-10,
Kepler-1023,Transit,62.1387714,,,,686.,0.93,2016-05-10,
Kepler-180,Transit,13.817124,0.109,,,,0.84,2014-05-14,
Kepler-180,Transit,41.885775,0.229,,,,0.84,2014-05-14,
Kepler-1614,Transit,3.9466141,,,,982.,0.79,2016-05-10,
Kepler-1028,Transit,2.51462432,,,,633.,0.9,2016-05-10,
Kepler-1348,Transit,27.5722742,,,,1033.,1.04,2016-05-10,
Kepler-1206,Transit,1.21699766,,,,807.,0.8,2016-05-10,
Kepler-1004,Transit,5.28789787,,,,1080.,1.11,2016-05-10,
Kepler-1214,Transit,18.82634264,,,,757.,0.85,2016-05-10,
Kepler-325,Transit,4.544439,0.053,,,,0.87,2014-05-14,
Kepler-325,Transit,38.715185,0.22,,,,0.87,2014-05-14,
Kepler-325,Transit,12.762172,0.105,,,,0.87,2014-05-14,
Kepler-1432,Transit,23.9109011,,,,1552.,1.09,2016-05-10,
Kepler-1431,Transit,5.86601526,,,,1270.,1.03,2016-05-10,
Kepler-154,Transit,33.040532,0.198,,,,0.89,2014-05-14,
Kepler-154,Transit,20.54981883,,,,,0.89,2016-05-10,
Kepler-154,Transit,62.303276,0.303,,,,0.89,2014-05-14,
Kepler-154,Transit,9.91935684,,,,,0.89,2016-05-10,
Kepler-154,Transit,3.93276465,,,,,0.89,2016-05-10,
Kepler-884,Transit,5.69919514,,,,420.,1.,2016-05-10,
Kepler-973,Transit,49.6077331,,,,297.,0.86,2016-05-10,
Kepler-51,Transit,45.154,0.2514,0.04,0.007,,1.04,2014-05-14,
Kepler-51,Transit,85.312,0.384,0.014,0.013,,1.04,2014-05-14,
Kepler-51,Transit,130.194,0.509,0.008,0.024,,1.04,2014-05-14,
Kepler-1488,Transit,39.8189932,,,,618.,1.05,2016-05-10,
Kepler-997,Transit,2.70730672,,,,470.,1.22,2016-05-10,
Kepler-1525,Transit,2.41660118,,,,396.,1.07,2016-05-10,
Kepler-1036,Transit,122.8808058,,,,507.,0.95,2016-05-10,
Kepler-443,Transit,177.6693,0.495,0.11,,779.,0.74,2015-01-06,
Kepler-52,Transit,7.8773565,,,8.7,,0.54,2014-05-14,
Kepler-52,Transit,36.445171,0.182,,,,0.54,2014-05-14,
Kepler-52,Transit,16.3850021,,,10.41,,0.54,2014-05-14,
Kepler-367,Transit,53.578637,0.253,,,,0.75,2014-05-14,
Kepler-367,Transit,37.815724,0.201,,,,0.75,2014-05-14,
Kepler-1258,Transit,0.98494017,,,,651.,0.99,2016-05-10,
Kepler-1471,Transit,3.63899398,,,,1059.,0.95,2016-05-10,
Kepler-1163,Transit,6.11786898,,,,487.,1.22,2016-05-10,
Kepler-50,Transit,9.37647,0.087,,,,1.24,2014-05-14,
Kepler-50,Transit,7.81254,0.077,,,,1.24,2014-05-14,
Kepler-1212,Transit,12.94130146,,,,1304.,1.1,2016-05-10,
Kepler-12,Transit,4.4379629,0.0553,,0.432,600.,1.17,2015-10-15,
Kepler-673,Transit,3.72873109,,,,978.,0.88,2016-05-10,
Kepler-513,Transit,28.86235584,,,,467.,1.02,2016-05-10,
Kepler-181,Transit,4.302149,0.049,,,,,2014-05-14,
Kepler-181,Transit,3.137873,0.04,,,,,2014-05-14,
Kepler-968,Transit,3.69298373,,,,312.,0.76,2016-05-10,
Kepler-968,Transit,5.70940492,,,,312.,0.76,2016-05-10,
Kepler-966,Transit,99.747622,,,,773.,1.02,2016-05-10,
Kepler-1504,Transit,82.304003,,,,1029.,0.85,2016-05-10,
HAT-P-22,Transit,3.21222,0.0414,0.016,2.147,82.,0.92,2014-05-14,
Kepler-4,Transit,3.21346,0.0456,0.,0.077,550.,1.22,2014-05-14,
Kepler-674,Transit,2.24338185,,,,302.,0.6,2016-05-10,
XO-2 S,Radial Velocity,120.8,0.4756,0.1528,1.37,148.,0.98,2014-07-09,
XO-2 S,Radial Velocity,18.157,0.1344,0.18,0.259,148.,0.98,2014-07-09,
XO-2 N,Transit,2.61585922,0.03673,0.006,0.597,145.5,0.97,2015-01-22,
Kepler-675,Transit,2.33743801,,,,651.,0.79,2016-05-10,
Kepler-10,Transit,45.294301,,0.,0.054,173.,0.91,2014-06-02,
Kepler-10,Transit,0.837491,0.0172,,0.0145,173.,0.91,2015-10-15,
Kepler-514,Transit,5.65179605,,,,489.,1.28,2016-05-10,
Kepler-1061,Transit,2.75798267,,,,585.,1.09,2016-05-10,
Kepler-676,Transit,11.59822172,,,,243.,0.51,2016-05-10,
Kepler-883,Transit,12.98495573,,,,549.,1.06,2016-05-10,
Kepler-1302,Transit,8.83922659,,,,727.,0.86,2016-05-10,
Kepler-677,Transit,6.57531678,,,,1180.,1.,2016-05-10,
Kepler-385,Transit,15.163161,0.127,,,,1.09,2014-05-14,
Kepler-385,Transit,10.043686,0.097,,,,1.09,2014-05-14,
Kepler-1357,Transit,3.0091324,,,,1026.,0.93,2016-05-10,
Kepler-470,Transit,24.66919569,,,,989.,1.4,2016-05-10,
Kepler-507,Transit,3.56809693,,,,410.,1.16,2016-05-10,
Kepler-1327,Transit,14.88801098,,,,688.,1.02,2016-05-10,
Kepler-485,Transit,3.2432598,,,,1173.,1.07,2016-05-10,
Kepler-870,Transit,21.3587621,,,,1231.,1.01,2016-05-10,
Kepler-678,Transit,7.27503724,,,,875.,0.94,2016-05-10,
Kepler-1404,Transit,15.9314739,,,,946.,0.84,2016-05-10,
Kepler-1455,Transit,49.276764,,,,392.,0.62,2016-05-10,
16 Cyg B,Radial Velocity,798.5,1.681,0.681,1.68,21.41,0.99,2015-09-10,
Kepler-231,Transit,10.065275,0.074,,,,0.58,2014-05-14,
Kepler-231,Transit,19.271566,0.114,,,,0.58,2014-05-14,
Kepler-197,Transit,5.599308,0.06,,,,,2014-05-14,
Kepler-197,Transit,10.349695,0.09,,,,,2014-05-14,
Kepler-197,Transit,15.677563,0.119,,,,,2014-05-14,
Kepler-197,Transit,25.209715,0.164,,,,,2014-05-14,
Kepler-679,Transit,12.39358604,,,,968.,0.87,2016-05-10,
Kepler-1449,Transit,13.2274528,,,,1321.,1.08,2016-05-10,
Kepler-572,Transit,17.20523483,,,,532.,0.83,2016-05-10,
Kepler-182,Transit,9.825792,0.096,,,,1.14,2014-05-14,
Kepler-182,Transit,20.684342,0.157,,,,1.14,2014-05-14,
Kepler-1448,Transit,12.27065865,,,,786.,0.95,2016-05-10,
Kepler-373,Transit,16.725948,0.126,,,,0.87,2014-05-14,
Kepler-373,Transit,5.535309,0.06,,,,0.87,2014-05-14,
Kepler-1082,Transit,1.5432066,,,,628.,1.03,2016-05-10,
HD 80606,Radial Velocity,111.4357,0.449,0.9332,3.94,29.04,0.97,2014-05-14,17.13
Kepler-680,Transit,3.68992629,,,,1342.,1.08,2016-05-10,
Kepler-1226,Transit,17.2923453,,,,779.,1.02,2016-05-10,
Kepler-1123,Transit,4.33946454,,,,796.,0.93,2016-05-10,
Kepler-394,Transit,12.130686,0.11,,,,1.11,2014-05-14,
Kepler-394,Transit,8.005013,0.083,,,,1.11,2014-05-14,
Kepler-595,Transit,25.30292332,,,,639.,0.87,2016-05-10,
Kepler-1343,Transit,3.35183158,,,,1307.,0.95,2016-05-10,
Kepler-1447,Transit,56.6747285,,,,871.,0.97,2016-05-10,
Kepler-889,Transit,3.744439,,,,513.,1.14,2016-05-10,
Kepler-1047,Transit,56.1886887,,,,566.,1.08,2016-05-10,
Kepler-1047,Transit,3.18897601,,,,566.,1.08,2016-05-10,
Kepler-401,Transit,47.318218,0.269,,,,,2014-05-14,
Kepler-401,Transit,14.383035,0.122,,,,,2014-05-14,
Kepler-401,Transit,184.256405,,,,,,2016-05-10,
Kepler-1166,Transit,33.2406882,,,,648.,0.9,2016-05-10,
Kepler-879,Transit,33.3855938,,,,772.,1.02,2016-05-10,
Kepler-1217,Transit,2.03232507,,,,1363.,1.06,2016-05-10,
Kepler-1213,Transit,5.34982412,,,,685.,1.14,2016-05-10,
Kepler-113,Transit,4.754,,,0.037,,0.75,2014-05-14,
Kepler-113,Transit,8.92507,,,0.027,,0.75,2014-05-14,
Kepler-869,Transit,40.4287755,,,,957.,0.97,2016-05-10,
Kepler-450,Transit,28.454851,,0.02,,,1.35,2015-05-21,
Kepler-450,Transit,15.413135,,0.02,,,1.35,2015-05-21,
Kepler-450,Transit,7.51464,,0.14,,,1.35,2015-05-21,
WASP-92,Transit,2.1746742,0.0348,0.,0.805,530.,1.19,2016-09-08,
Kepler-391,Transit,7.416755,0.082,,,,1.22,2014-05-14,
Kepler-391,Transit,20.485435,0.161,,,,1.22,2014-05-14,
Kepler-1076,Transit,6.14727918,,,,199.,0.79,2016-05-10,
Kepler-155,Transit,5.931194,0.056,,,,0.58,2014-05-14,
Kepler-155,Transit,52.661793,0.242,,,,0.58,2014-05-14,
Kepler-232,Transit,11.379349,0.101,,,,,2014-05-14,
Kepler-232,Transit,4.431222,0.054,,,,,2014-05-14,
Kepler-413,Transit,66.262,0.3553,0.1181,0.211,,0.82,2014-05-14,
Kepler-419,Transit,69.7546,0.37,0.833,2.5,,1.39,2014-06-25,
Kepler-419,Transit Timing Variations,675.47,1.68,0.184,7.3,,1.39,2014-06-25,
Kepler-1434,Transit,8.05333618,,,,680.,1.47,2016-05-10,
Kepler-1409,Transit,0.76486493,,,,722.,0.83,2016-05-10,
Kepler-858,Transit,76.13602028,,,,296.,0.96,2016-05-10,
Kepler-573,Transit,22.18329658,,,,758.,0.99,2016-05-10,
Kepler-867,Transit,150.242127,,,,824.,0.92,2016-05-10,
Kepler-681,Transit,26.39435646,,,,666.,0.8,2016-05-10,
HAT-P-37,Transit,2.797436,0.0379,0.058,1.169,411.,0.93,2014-05-14,
Kepler-873,Transit,20.5533844,,,,1397.,1.18,2016-05-10,
Kepler-1193,Transit,2.83265213,,,,695.,1.08,2016-05-10,
Kepler-537,Transit,3.24755522,,,,465.,1.07,2016-05-10,
WASP-93,Transit,2.7325321,0.04211,0.,1.47,250.,1.33,2016-09-08,
Kepler-233,Transit,60.418955,0.287,,,,,2014-05-14,
Kepler-233,Transit,8.472382,0.077,,,,,2014-05-14,
Kepler-1334,Transit,15.64591713,,,,1047.,0.94,2016-05-10,
Kepler-620,Transit,12.91375431,,,,1241.,1.15,2016-05-10,
Kepler-1248,Transit,7.46725407,,,,540.,1.21,2016-05-10,
Kepler-554,Transit,1.90220856,,,,642.,0.93,2016-05-10,
Kepler-1234,Transit,11.94014029,,,,866.,0.8,2016-05-10,
Kepler-895,Transit,2.80624233,,,,516.,0.65,2016-05-10,
Kepler-1563,Transit,3.43276598,,,,547.,1.,2016-05-10,
Kepler-1520,Transit,0.65355357,,,,636.,0.76,2016-05-10,
Kepler-596,Transit,21.30022655,,,,1083.,1.21,2016-05-10,
Kepler-897,Transit,8.0472642,,,,1147.,1.03,2016-05-10,
Kepler-682,Transit,12.61190667,,,,951.,0.92,2016-05-10,
Kepler-16,Transit,228.776,0.7048,0.0069,0.333,61.,0.69,2014-05-14,
HAT-P-29,Transit,5.723186,0.0667,0.095,0.778,322.,1.21,2014-05-14,
Kepler-1465,Transit,31.8277111,,,,350.,0.75,2016-05-10,
PH2,Transit,282.5255,0.828,0.41,,,0.94,2014-05-14,
Kepler-515,Transit,19.96371318,,,,255.,0.9,2016-05-10,
Kepler-1522,Transit,1.84788917,,,,690.,0.96,2016-05-10,
Kepler-574,Transit,7.65880414,,,,747.,0.95,2016-05-10,
HD 191806,Radial Velocity,1606.3,2.8,0.259,8.52,73.47,1.14,2016-05-19,13.61
HD 132406,Radial Velocity,974.,1.98,0.34,5.61,70.97,,2014-05-14,14.09
HD 233604,Radial Velocity,192.,0.747,0.05,6.575,,1.5,2014-05-14,
HD 118203,Radial Velocity,6.1335,0.07,0.309,2.13,88.57,1.23,2014-05-14,11.29
HD 139357,Radial Velocity,1125.7,2.36,0.1,9.76,121.36,1.35,2014-05-14,8.24
HD 167042,Radial Velocity,420.77,1.32,0.089,1.7,50.,1.5,2014-05-14,20.
HD 2952,Radial Velocity,311.6,1.2,0.129,1.6,115.21,2.54,2014-05-14,8.68
WASP-48,Transit,2.14363544,0.0332,0.,0.907,,1.06,2015-03-26,
HD 163607,Radial Velocity,1314.,2.42,0.12,2.29,69.44,1.09,2014-06-25,14.4
HD 163607,Radial Velocity,75.29,0.36,0.73,0.77,69.44,1.09,2015-02-05,14.4
HD 219415,Radial Velocity,2093.3,3.2,0.4,1.,169.78,1.,2015-09-18,5.89
HD 220842,Radial Velocity,218.47,0.74,0.404,3.18,62.5,1.13,2016-02-25,16.03
HD 240210,Radial Velocity,501.75,1.16,0.15,5.21,,0.82,2014-11-19,7.
HD 219134,Radial Velocity,94.2,0.3753,0.,0.034,6.55,0.79,2015-11-19,
HD 219134,Radial Velocity,2247.,3.11,0.06,0.34,6.55,0.79,2015-11-19,
HD 219134,Radial Velocity,22.805,0.14574,0.,0.028,6.55,0.79,2015-11-19,
HD 219134,Radial Velocity,3.0931,0.038474,0.,0.012,6.55,0.79,2015-11-19,
HD 219134,Radial Velocity,46.71,0.23508,0.,0.067,6.55,0.79,2015-11-19,
HD 219134,Radial Velocity,6.7635,0.064816,0.,0.011,6.55,0.79,2015-11-19,
HD 102956,Radial Velocity,6.495,0.081,0.048,0.96,121.07,1.68,2014-05-14,8.26
XO-3,Transit,3.1915239,0.0454,0.26,11.79,174.,1.21,2014-05-14,
HD 240237,Radial Velocity,745.7,1.9,0.4,5.3,307.69,1.69,2014-11-19,0.67
6 Lyn,Radial Velocity,874.774,2.18,0.125,2.21,56.95,1.7,2015-09-03,17.56
XO-4,Transit,4.1250828,,0.,1.78,293.,1.32,2014-05-14,
TYC 3667-1280-1,Radial Velocity,26.468,0.21,0.036,5.4,481.,1.87,2016-03-31,
HIP 75458,Radial Velocity,511.098,1.275,0.7124,8.82,31.33,1.05,2014-07-23,31.92
TrES-5,Transit,1.48224686,0.02459,,1.79,360.,0.9,2015-04-16,
omi UMa,Radial Velocity,1630.,3.9,0.13,4.1,56.31,3.09,2015-09-03,17.76
HD 68988,Radial Velocity,6.27711,0.0704,0.1249,1.86,58.82,1.18,2015-03-26,17.
HIP 91258,Radial Velocity,5.0505,0.057,0.024,1.068,44.46,0.95,2014-05-14,22.49
HD 220074,Radial Velocity,672.1,1.6,0.14,11.1,289.02,1.2,2014-05-14,3.46
HD 221585,Radial Velocity,1173.,2.306,0.123,1.61,53.59,1.19,2016-05-19,18.66
HD 156279,Radial Velocity,131.05,0.495,0.708,9.71,35.37,0.93,2014-05-14,28.27
HD 113337,Radial Velocity,324.,0.92,0.46,2.83,37.42,1.4,2014-05-14,26.72
HD 35759,Radial Velocity,82.467,0.389,0.389,3.76,72.5,1.15,2016-02-25,13.83
